OBJECTID,מס' סידורי,עיר,רשות תמרור,מרכז מטרופוליני,שלב,קוד צומת במערכת אביבים,X,Y,סטטוס,שם,רחוב ראשי,שם רחוב 1,שם רחוב 2,שם רחוב 3,שם רחוב 4,נת''צ קיים,מהיר לעיר,הקו הכחול,רכבת קלה - הקו האדום,רכבת קלה - הקו הירוק,רכבת קלה - הקו הסגול,הקו החום,הקו הירוק,אופני דן,ללא פרוייקט,קווי המטרונית,קוד צומת ברשות מקומית,MANTA_AUTH,מעודכן לתאריך,מקור,Fast2City_,x,y
424,424.000000,לוד,לוד,0.000000, ,17019.000000,188035.784400,649935.562200,בתכנון,יוספטל - אפריאט,גיורא יוספטל,הרב אפריאט, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO08,188035.784,649935.562
425,425.000000,לוד,לוד,0.000000, ,17020.000000,187919.138400,649714.265400,בתכנון,יוספטל - אחימאיר,גיורא יוספטל,אבא אחימאיר, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO09,187919.138,649714.265
426,426.000000,לוד,לוד,0.000000, ,17021.000000,189714.222500,650625.410900,בתכנון,דוד המלך - אלי כהן,שדרות דוד המלך,אלי כהן, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO11,189714.223,650625.411
427,427.000000,לוד,לוד,0.000000, ,17022.000000,189440.379700,650858.717600,בתכנון,דוד המלך - אלפעל,שדרות דוד המלך,אלפעל, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO14,189440.38,650858.718
428,428.000000,לוד,לוד,0.000000, ,17023.000000,189206.575300,650857.715500,בתכנון,חטיבת יפתח - נתן שוורץ,חטיבת יפתח,נתן שוורץ, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO15,189206.575,650857.716
429,429.000000,לוד,לוד,0.000000, ,17024.000000,189114.788100,650782.918300,בתכנון,חטיבת יפתח - אברהם מזרחי,חטיבת יפתח,אברהם מזרחי, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO16,189114.788,650782.918
430,430.000000,לוד,לוד,0.000000, ,17025.000000,188924.114700,650627.789200,בתכנון,חטיבת יפתח - בן חקון - יוספטל,חטיבת יפתח,בן חקון, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO17,188924.115,650627.789
431,431.000000,לוד,לוד,0.000000, ,17026.000000,190592.293200,652080.160500,בתכנון,אבא הלל - יודפת,אבא הלל סילבר,יודפת, , , ,לא,כן,לא,לא,לא,לא,כן, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO18,190592.293,652080.161
432,432.000000,לוד,לוד,0.000000, ,17027.000000,190505.403100,651830.091200,בתכנון,אבא הלל - כצנלסון (מבצע יהונ,אבא הלל סילבר,כצנלסון,מבצע יהונתן, , ,לא,כן,לא,לא,לא,לא,כן, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO20,190505.403,651830.091
433,433.000000,לוד,לוד,0.000000, ,17028.000000,190234.080800,651568.680300,בתכנון,כצנלסון - סוקולוב,כצנלסון,סוקולוב, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO21,190234.081,651568.68
434,434.000000,לוד,לוד,0.000000, ,17029.000000,190208.293400,651467.662300,בתכנון,כצנלסון - גולומב,כצנלסון,גולומב, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO23,190208.293,651467.662
435,435.000000,לוד,לוד,0.000000, ,17030.000000,189832.000000,650527.000000,בתכנון,דוד המלך - כניסה לחניון - ר. ה"ר (מע"ח),כצנלסון,יעקב פלומניק, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO12,189832,650527
436,436.000000,לוד,לוד,0.000000, ,17031.000000,190039.261200,650740.703000,בתכנון,כיכר הבנים,כצנלסון,הרצל,הנשיא,העצמאות, ,לא,כן,לא,לא,לא,לא,כן, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO28,190039.261,650740.703
437,437.000000,לוד,לוד,0.000000, ,17032.000000,188536.000000,650250.000000,בתכנון,יוספטל - הצנחנים,גיורא יוספטל,הצנחנים, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,LOD,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO06,188536,650250
438,438.000000,נס ציונה,נס ציונה,0.000000, ,19001.000000,181034.613100,647582.136600,קיים,ויצמן - הנפת הדרך,ויצמן,דרך הנפת הדגל, , , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,LO35,181034.613,647582.137
439,439.000000,נס ציונה,נס ציונה,0.000000, ,19002.000000,181006.308300,647792.527300,קיים,ויצמן - החרש,ויצמן,החרש, , , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181006.308,647792.527
440,440.000000,נס ציונה,נס ציונה,0.000000, ,19003.000000,180997.977800,647990.561400,קיים,ויצמן - בן גוריון,ויצמן,בן גוריון,דרך יצחק רבין, , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,180997.978,647990.561
441,441.000000,נס ציונה,נס ציונה,0.000000, ,19004.000000,181076.026300,648518.973900,קיים,ויצמן - עמק השושנים,ויצמן,עמק השושנים,הבנים, , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181076.026,648518.974
442,442.000000,נס ציונה,נס ציונה,0.000000, ,19005.000000,181200.388000,649350.848200,קיים,ויצמן - מרגולין,ויצמן,מרגולין,המאה ואחד, , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181200.388,649350.848
443,443.000000,נס ציונה,נס ציונה,0.000000, ,19006.000000,180741.000000,647958.000000,קיים,יצחק רבין - החניך הראשון,יצחק רבין,החניך הראשון,תרמ"ג, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,180741,647958
444,444.000000,נס ציונה,נס ציונה,0.000000, ,19007.000000,179822.000000,647758.000000,קיים,יצחק רבין - עמק השושנים - שדות העמק,יצחק רבין,עמק השושנים,שדות העמק, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,179822,647758
445,445.000000,נס ציונה,נס ציונה,0.000000, ,19008.000000,179190.000000,647655.000000,קיים,יצחק רבין - האלופים,יצחק רבין,האלופים, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,179190,647655
446,446.000000,נס ציונה,נס ציונה,0.000000, ,19009.000000,180735.000000,647559.000000,קיים,תרמ"ג - הנפת הדגל,תרמ"ג,הנפת הדגל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,180735,647559
447,447.000000,נס ציונה,נס ציונה,0.000000, ,19010.000000,182041.000000,647591.000000,קיים,הנפת הדגל - 4303,הנפת הדגל,כביש 4303, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182041,647591
448,448.000000,נס ציונה,נס ציונה,0.000000, ,19011.000000,182410.000000,648979.000000,קיים,מרגולין - ישראל שמיר,מרגולין,ישראל שמיר, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182410,648979
449,449.000000,נס ציונה,נס ציונה,0.000000, ,19012.000000,182130.000000,649107.000000,קיים,מרגולין - רמב"ם,מרגולין,רמב"ם, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182130,649107
450,450.000000,נס ציונה,נס ציונה,0.000000, ,19013.000000,181593.000000,649280.000000,קיים,מרגולין - אפרים קומרוב,מרגולין,שדרות אפרים קומרוב, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181593,649280
451,451.000000,נס ציונה,נס ציונה,0.000000, ,19014.000000,182428.000000,648753.000000,קיים,ישראל שמיר - דוד אלעזר,ישראל שמיר,דוד אלעזר, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182428,648753
452,452.000000,נס ציונה,נס ציונה,0.000000, ,19015.000000,181174.000000,647268.000000,קיים,ויצמן - אריאל שרון,ויצמן,אריאל שרון, , , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181174,647268
453,453.000000,נס ציונה,נס ציונה,0.000000, ,19016.000000,182083.000000,648358.000000,קיים,נורדאו - הבנים,נורדאו,הבנים, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182083,648358
454,454.000000,נס ציונה,נס ציונה,0.000000, ,19017.000000,181166.000000,648937.000000,בתכנון,ויצמן - אירוסים,ויצמן, , , , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181166,648937
455,455.000000,נס ציונה,נס ציונה,0.000000, ,19018.000000,181270.000000,649855.000000,קיים,412 - צדק,412,צדק, , , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181270,649855
456,456.000000,סביון,נתיבי איילון,0.000000, ,10028.000000,187473.520900,661421.834200,קיים,חטיבת אלכסנדרוני - מבואות סביון,חטיבת אלכסנדרוני,לוי אשכול,מבואות (סביון), , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,SAV,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,KO20,187473.521,661421.834
457,457.000000,קרית אונו,נתיבי איילון,0.000000, ,10025.000000,187573.536900,660549.010100,קיים,חטיבת אלכסנדרוני - תחנת כיבוי אש והצלה,חטיבת אלכסנדרוני,תחנת כיבוי אש והצלה, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,KO,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,KO26,187573.537,660549.01
458,458.000000,פתח תקווה,נת"ע,0.000000,א,9001.000000,186359.483300,666636.128900,קיים,זבוטינסקי אינשטיין,ז'בוטינסקי,אינשטיין,אריה שנקר, , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,85,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186359.483,666636.129
459,459.000000,פתח תקווה,נת"ע,0.000000,א,9002.000000,186686.547800,666600.423000,קיים,זבוטינסקי הסיבים,ז'בוטינסקי,הסיבים, , , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,86,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186686.548,666600.423
460,460.000000,פתח תקווה,נת"ע,0.000000,א,9003.000000,186913.067800,666576.366800,קיים,זבוטינסקי שחם,ז'בוטינסקי,שחם, , , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,87,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186913.068,666576.367
461,461.000000,פתח תקווה,נת"ע,0.000000,א,9004.000000,187120.097100,666551.851200,קיים,זבוטינסקי דרך יצחק רבין,ז'בוטינסקי,דרך יצחק רבין,משה דיין, , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,88,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187120.097,666551.851
462,462.000000,פתח תקווה,נת"ע,0.000000,א,9005.000000,187347.584900,666527.955300,קיים,זבוטינסקי מוטה גור,ז'בוטינסקי,מוטה גור,דנמרק, , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,89,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187347.585,666527.955
463,463.000000,פתח תקווה,נת"ע,0.000000,א,9006.000000,187542.000000,666512.000000,קיים,זבוטינסקי - בזל,ז'בוטינסקי,בזל, , , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,90,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187542,666512
464,464.000000,פתח תקווה,נת"ע,0.000000,א,9007.000000,187796.950900,666481.253400,קיים,זבוטינסקי קפלן אליעזר,ז'בוטינסקי,אליעזר קפלן,הרב משה מלכה, , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,91,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187796.951,666481.253
465,465.000000,פתח תקווה,נת"ע,0.000000,א,9008.000000,187996.329000,666455.680400,קיים,זבוטינסקי צה"ל,ז'בוטינסקי,מאיר דנקנר, , , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,92,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187996.329,666455.68
466,466.000000,פתח תקווה,נת"ע,0.000000,א,9009.000000,188446.555700,666398.702700,קיים,זבוטינסקי כצנלסון ברל,ז'בוטינסקי,ברל כצנלסון,זאב אורלוב, , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,93,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188446.556,666398.703
467,467.000000,פתח תקווה,נת"ע,0.000000,א,9010.000000,188640.999000,666591.974600,קיים,אורלוב זאב קרול יעקב,יעקב קרול,זאב אורלוב, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,94,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188640.999,666591.975
468,468.000000,פתח תקווה,נת"ע,0.000000,א,9011.000000,188858.917200,666693.003300,קיים,רוטשילד אורלוב זאב,זאב אורלוב,רוטשילד, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,95,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188858.917,666693.003
469,469.000000,פתח תקווה,נת"ע,0.000000,א,9012.000000,188998.000000,666745.000000,קיים,אורלוב - בייליס,זאב אורלוב,בייליס, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,96,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188998,666745
470,470.000000,פתח תקווה,נת"ע,0.000000,א,9013.000000,189089.745800,666770.252900,קיים,אורלוב זאב פינסקר,זאב אורלוב,פינסקר, , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,97,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189089.746,666770.253
471,471.000000,פתח תקווה,נת"ע,0.000000,א,9014.000000,189353.534300,666836.488400,קיים,אורלוב זאב בר כוכבא,זאב אורלוב,בר כוכבא, , , ,לא,כן,לא,כן,לא,לא,לא, ,לא,לא,לא,98,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT17,189353.534,666836.488
472,472.000000,פתח תקווה,נת"ע,0.000000,א,9015.000000,188657.031500,666721.175900,קיים,קרול יעקב לודיוב,יעקב קרול,לודיוב,דוד טבצ'ניק, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא,321,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188657.032,666721.176
473,473.000000,פתח תקווה,נת"ע,0.000000,א,9016.000000,188609.284300,666372.239900,קיים,זבוטינסקי שדה יצחק,ז'בוטינסקי,יצחק שדה,יעקב קרול, , ,כן,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,323,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188609.284,666372.24
474,474.000000,פתח תקווה,נת"ע,0.000000,א,9017.000000,189359.636500,666925.593600,קיים,בר כוכבא,בר כוכבא (תחנה מרכזית), , , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,326,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189359.637,666925.594
475,475.000000,פתח תקווה,נת"ע,0.000000,א,9018.000000,189688.364600,666923.535900,קיים,המכבים אורלוב זאב,המכבים,זאב אורלוב,דרך יוסף ספיר, , ,לא,כן,לא,כן,לא,לא,לא, ,לא,לא,לא,328,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT16,189688.365,666923.536
476,476.000000,פתח תקווה,נת"ע,0.000000,א,9019.000000,188646.555500,666788.824600,קיים,לודיוב - מרדכי בצ'איב,לודיוב,מרדכי בצ'איב, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא,321-2,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188646.556,666788.825
477,477.000000,פתח תקווה,נת"ע,0.000000,א,9020.000000,188616.000000,666872.000000,בתכנון,לודיוב - פנחס מאירי,לודיוב,פנחס מאירי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא,321-3,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188616,666872
478,478.000000,פתח תקווה,נת"ע,0.000000,א,9021.000000,188530.000000,666506.000000,קיים,אורלוב - מעבר חציה,זאב אורלוב, , , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא,93-א,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188530,666506
479,479.000000,פתח תקווה,נת"ע,0.000000,א,9022.000000,189567.185400,666876.572500,קיים,אורלוב זאב,זאב אורלוב (תחנה מרכזית?), , , , ,לא,לא,לא,כן,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT16,189567.185,666876.572
480,480.000000,פתח תקווה,נת"ע,0.000000,א,9023.000000,187082.901300,666345.809400,קיים,דרך יצחק רבין תוצרת הארץ,דרך יצחק רבין,תוצרת הארץ, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא,314,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187082.901,666345.809
481,481.000000,פתח תקווה,נת"י,0.000000,א,9024.000000,186933.134500,664070.179600,קיים,דרך יצחק רבין - 471 צפוני,דרך 471,דרך יצחק רבין,לוי אשכול (קריית אונו), , ,כן,כן,לא,לא,לא,לא,לא, ,כן,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT08,186933.135,664070.18
482,482.000000,פתח תקווה,פתח תקווה,0.000000,א,9025.000000,186910.631000,664538.748300,קיים,דרך יצחק רבין העצמאות,דרך יצחק רבין, העצמאות, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT07,186910.631,664538.748
483,483.000000,פתח תקווה,פתח תקווה,0.000000,א,9026.000000,186966.701700,665478.187100,קיים,דרך יצחק רבין אורן אבי,דרך יצחק רבין,אבי אורן, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT04,186966.702,665478.187
484,484.000000,פתח תקווה,פתח תקווה,0.000000,א,9027.000000,186973.607500,665668.792900,קיים,דרך יצחק רבין דרנגר טובה וש,דרך יצחק רבין,טובה ושמעון דרנגר, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT03,186973.607,665668.793
485,485.000000,פתח תקווה,פתח תקווה,0.000000,א,9028.000000,187027.060300,665962.228900,קיים,דרך יצחק רבין דגניה,דרך יצחק רבין,דגניה, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT02,187027.06,665962.229
486,486.000000,פתח תקווה,פתח תקווה,0.000000, ,9029.000000,186792.239400,665685.360800,קיים,דרנגר טובה ושמשון שחם,טובה ושמעון דרנגר,שחם, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186792.239,665685.361
487,487.000000,פתח תקווה,נת"ע,0.000000,א,9030.000000,185702.537300,666621.841200,קיים,זבוטינסקי,ז'בוטינסקי,כביש 4, , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185702.537,666621.841
488,488.000000,פתח תקווה,פתח תקווה,0.000000, ,9031.000000,186888.522700,666367.780300,קיים,תוצרת הארץ שחם,תוצרת הארץ,שחם,רחוב 397, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186888.523,666367.78
489,489.000000,פתח תקווה,פתח תקווה,0.000000, ,9032.000000,186660.821400,666446.466400,קיים,הסיבים השילוח,הסיבים,השילוח,רחוב 397, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186660.821,666446.466
490,490.000000,פתח תקווה,נת"ע,0.000000,א,9033.000000,185965.584900,666636.790800,קיים,זבוטינסקי היצירה,ז'בוטינסקי,היצירה, , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185965.585,666636.791
491,491.000000,פתח תקווה,פתח תקווה,0.000000,א,9034.000000,189890.983700,667048.309900,קיים,דרך ספיר יוסף גולומב אליהו,דרך יוסף ספיר,אליהו גולומב, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT14,189890.984,667048.31
492,492.000000,פתח תקווה,פתח תקווה,0.000000, ,9035.000000,185970.875200,666756.311400,קיים,היצירה אפעל,היצירה,אפעל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185970.875,666756.311
493,493.000000,פתח תקווה,פתח תקווה,0.000000, ,9036.000000,186486.729300,666795.563900,קיים,שנקר אריה המפעלים,אריה שנקר,המעפילים,עמל, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186486.729,666795.564
494,494.000000,פתח תקווה,פתח תקווה,0.000000, ,9037.000000,186035.030500,667020.323900,קיים,היצירה עמל,היצירה,עמל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186035.031,667020.324
495,495.000000,פתח תקווה,פתח תקווה,0.000000, ,9038.000000,186106.857100,667170.759400,קיים,היצירה גהל מרטין,היצירה,מרטין גהל,האופן, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186106.857,667170.759
496,496.000000,פתח תקווה,פתח תקווה,0.000000, ,9039.000000,186133.527400,667479.157700,קיים,גהל מרטין דרך אם המושבות,דרך אם המושבות,מרטין גהל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186133.527,667479.158
497,497.000000,פתח תקווה,פתח תקווה,0.000000, ,9040.000000,186702.117000,667583.868500,קיים,דרך אם המושבות השפלה,דרך אם המושבות,השפלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186702.117,667583.868
498,498.000000,פתח תקווה,פתח תקווה,0.000000, ,9041.000000,187345.874800,667742.009200,קיים,דרך אם המושבות - גרניט - הרכבת,דרך אם המושבות,גרניט,הרכבת/אצטדיון, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187345.875,667742.009
499,499.000000,פתח תקווה,פתח תקווה,0.000000, ,9042.000000,187772.383300,667891.496100,קיים,דרך אם המושבות המר זבולון,דרך אם המושבות,זבולון המר,ראשון לציון, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187772.383,667891.496
500,500.000000,פתח תקווה,פתח תקווה,0.000000, ,9043.000000,186855.603300,667008.785500,קיים,יגיע כפיים גיסין אבשלום,אבשלום גיסין,יגיע כפיים,אריה שנקר, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186855.603,667008.786
501,501.000000,פתח תקווה,פתח תקווה,0.000000, ,9044.000000,187045.627200,667063.593800,קיים,גיסין אבשלום דיין משה,אבשלום גיסין,משה דיין,השפלה, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187045.627,667063.594
502,502.000000,פתח תקווה,פתח תקווה,0.000000, ,9045.000000,187117.228600,666916.363600,קיים,דיין משה שמשון,משה דיין,שמשון, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187117.229,666916.364
503,503.000000,פתח תקווה,פתח תקווה,0.000000, ,9046.000000,187640.927400,667296.821500,קיים,גיסין אבשלום בזל,אבשלום גיסין,בזל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187640.927,667296.822
504,504.000000,פתח תקווה,פתח תקווה,0.000000, ,9047.000000,187971.516100,667396.071600,קיים,גיסין אבשלום המר זבולון,אבשלום גיסין,זבולון המר,הרב משה מלכה, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187971.516,667396.072
505,505.000000,פתח תקווה,פתח תקווה,0.000000, ,9048.000000,188457.767100,667278.913500,קיים,גיסין אבשלום לויתן חנן,אבשלום גיסין,חנן לויתן,ראשון לציון, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188457.767,667278.913
