OBJECTID,מס' סידורי,עיר,רשות תמרור,מרכז מטרופוליני,שלב,קוד צומת במערכת אביבים,X,Y,סטטוס,שם,רחוב ראשי,שם רחוב 1,שם רחוב 2,שם רחוב 3,שם רחוב 4,נת''צ קיים,מהיר לעיר,הקו הכחול,רכבת קלה - הקו האדום,רכבת קלה - הקו הירוק,רכבת קלה - הקו הסגול,הקו החום,הקו הירוק,אופני דן,ללא פרוייקט,קווי המטרונית,קוד צומת ברשות מקומית,MANTA_AUTH,מעודכן לתאריך,מקור,Fast2City_,x,y
913,913.000000,רמת גן,רמת גן,0.000000,א,13077.000000,181737.249700,665801.081300,קיים,הרי הגלעד - המעיין,הרי הגלעד, , , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181737.25,665801.081
914,914.000000,רמת גן,נת"ע,0.000000, ,13078.000000,181929.580400,665665.819000,קיים,זבוטינסקי,ז'בוטינסקי, , , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181929.58,665665.819
915,915.000000,רמת גן,נת"ע,0.000000, ,13079.000000,181996.511400,665686.221200,קיים,זבוטינסקי מקדונלד,ז'בוטינסקי,מקדולנד, , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181996.511,665686.221
916,916.000000,רמת גן,נת"ע,0.000000, ,13080.000000,182281.979300,665885.245400,קיים,זבוטינסקי ביאליק,ז'בוטינסקי,ביאליק, , , ,כן,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182281.979,665885.245
917,917.000000,רמת גן,נת"ע,0.000000, ,13081.000000,182405.745900,665997.450100,קיים,זבוטינסקי ד"ר כהן,ז'בוטינסקי,ד"ר כהן, , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182405.746,665997.45
918,918.000000,רמת גן,נת"ע,0.000000, ,13082.000000,182568.436900,666120.949800,קיים,זבוטינסקי התקוה,ז'בוטינסקי,התקוה, , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182568.437,666120.95
919,919.000000,רמת גן,נת"ע,0.000000, ,13083.000000,182657.041700,666175.571000,קיים,זבוטינסקי הרצל,ז'בוטינסקי,הרצל, , , ,כן,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182657.042,666175.571
920,920.000000,רמת גן,נת"ע,0.000000, ,13084.000000,182887.936400,666263.069200,קיים,זבוטינסקי מבוא זאב,ז'בוטינסקי (מבוא זאב), , , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182887.936,666263.069
921,921.000000,רמת גן,נת"ע,0.000000, ,13085.000000,183080.436100,666340.638800,קיים,זבוטינסקי רש"י,ז'בוטינסקי,רש"י, , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,183080.436,666340.639
922,922.000000,רמת גן,נת"ע,0.000000, ,13086.000000,183168.216800,666375.595400,קיים,זבוטינסקי קריניצי,קריניצי, , , , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,183168.217,666375.595
923,923.000000,רמת גן,רמת גן,0.000000, ,13087.000000,183363.662300,666756.330500,קיים,בן גוריון - הפודים,דרך דוד בן גוריון,הפודים, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,RG02,183363.662,666756.331
924,924.000000,רמת גן,רמת גן,0.000000,א,13088.000000,183749.645700,667277.636000,קיים,ששת הימים - קניון איילון דרום,דרך ששת הימים,קניון אילון, , , ,לא,כן,לא,לא,לא,לא,לא, ,כן,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,RG05,183749.646,667277.636
925,925.000000,רמת גן,רמת גן,0.000000,א,13089.000000,183297.871100,667104.749000,קיים,ששת הימים - בן גוריון - אבא הלל,דרך ששת הימים,דרך דוד בן גוריון,דרך אבא הלל, , ,לא,כן,לא,לא,לא,לא,לא,RB-2,כן,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,RG06,183297.871,667104.749
926,926.000000,רמת גן,רמת גן,0.000000, ,13090.000000,182466.536800,665773.570700,בתכנון,ביאליק - נורדאו,ביאליק,נורדאו, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,RG,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,RG06,182466.537,665773.571
